MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,EXC
3,FAIL
4,FAIL
5,EXC
6,EXC
7,EXC
8,EXC
9,TIME
10,FAIL
11,EXC
12,FAIL
13,EXC
14,FAIL
15,FAIL
16,FAIL
17,EXC
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,LIVE
23,FAIL
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,LIVE
29,LIVE
30,LIVE
31,FAIL
32,LIVE
33,LIVE
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,LIVE
43,LIVE
44,LIVE
45,LIVE
46,LIVE
47,LIVE
48,LIVE
49,LIVE
50,LIVE
51,LIVE
52,LIVE
53,LIVE
54,EXC
55,EXC
56,EXC
57,EXC
58,FAIL
59,LIVE
60,LIVE
61,UNCOV
62,UNCOV
63,LIVE
64,LIVE
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,LIVE
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,LIVE
77,FAIL
78,FAIL
79,FAIL
80,EXC
81,LIVE
82,EXC
83,FAIL
84,EXC
85,LIVE
86,EXC
87,LIVE
88,EXC
89,LIVE
90,EXC
91,EXC
92,EXC
93,FAIL
94,EXC
95,EXC
96,EXC
97,EXC
98,EXC
99,EXC
100,UNCOV
101,LIVE
102,EXC
103,EXC
104,EXC
105,EXC
106,EXC
107,EXC
108,EXC
109,EXC
110,EXC
111,EXC
112,EXC
113,EXC
114,EXC
115,EXC
116,EXC
117,EXC
118,EXC
119,EXC
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,EXC
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,EXC
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,LIVE
146,FAIL
147,FAIL
148,LIVE
149,LIVE
150,FAIL
151,UNCOV
152,UNCOV
153,UNCOV
154,UNCOV
155,UNCOV
156,UNCOV
157,EXC
158,EXC
159,EXC
160,EXC
161,EXC
162,EXC
163,EXC
164,EXC
165,EXC
166,LIVE
167,EXC
168,LIVE
169,LIVE
170,EXC
171,LIVE
172,EXC
173,EXC
174,LIVE
175,EXC
176,LIVE
177,LIVE
178,FAIL
179,FAIL
180,FAIL
181,LIVE
182,FAIL
183,FAIL
184,FAIL
185,FAIL
186,FAIL
187,FAIL
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,EXC
194,EXC
195,LIVE
196,LIVE
197,EXC
198,LIVE
199,EXC
200,FAIL
201,FAIL
202,UNCOV
203,EXC
204,LIVE
205,EXC
206,EXC
207,EXC
208,EXC
209,EXC
210,EXC
211,EXC
212,EXC
213,EXC
214,LIVE
215,LIVE
216,EXC
217,LIVE
218,EXC
219,EXC
220,LIVE
221,UNCOV
222,UNCOV
223,UNCOV
224,UNCOV
225,UNCOV
226,UNCOV
227,UNCOV
228,UNCOV
229,UNCOV
230,FAIL
231,EXC
232,EXC
233,EXC
234,EXC
235,FAIL
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,FAIL
241,LIVE
242,FAIL
243,FAIL
244,FAIL
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,LIVE
252,LIVE
253,LIVE
254,LIVE
255,LIVE
256,LIVE
257,EXC
258,LIVE
259,LIVE
260,EXC
261,EXC
262,EXC
263,EXC
264,EXC
265,EXC
266,EXC
267,LIVE
268,FAIL
269,LIVE
270,LIVE
271,FAIL
272,LIVE
273,FAIL
274,LIVE
275,FAIL
276,FAIL
277,LIVE
278,FAIL
279,FAIL
280,LIVE
281,FAIL
282,LIVE
283,FAIL
284,EXC
285,LIVE
286,UNCOV
287,LIVE
288,FAIL
289,FAIL
290,FAIL
291,FAIL
292,FAIL
293,FAIL
294,FAIL
295,FAIL
296,FAIL
297,FAIL
298,FAIL
299,EXC
300,FAIL
301,FAIL
302,FAIL
303,FAIL
