MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,EXC
52,EXC
53,EXC
54,EXC
55,FAIL
56,LIVE
57,FAIL
58,FAIL
59,LIVE
60,FAIL
61,EXC
62,LIVE
63,EXC
64,FAIL
65,LIVE
66,FAIL
67,LIVE
68,EXC
69,FAIL
70,EXC
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,EXC
76,FAIL
77,LIVE
78,EXC
79,FAIL
80,LIVE
81,LIVE
82,EXC
83,LIVE
84,FAIL
85,EXC
86,LIVE
87,EXC
88,EXC
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,EXC
112,EXC
113,FAIL
114,EXC
115,LIVE
116,FAIL
117,FAIL
118,FAIL
119,EXC
120,EXC
121,FAIL
122,EXC
123,EXC
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,LIVE
130,FAIL
131,EXC
132,FAIL
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,LIVE
139,FAIL
140,EXC
141,EXC
142,EXC
143,FAIL
144,FAIL
145,EXC
146,FAIL
147,FAIL
148,EXC
149,FAIL
150,EXC
151,LIVE
152,LIVE
153,FAIL
154,LIVE
155,FAIL
156,EXC
157,LIVE
158,EXC
159,FAIL
160,LIVE
161,FAIL
162,LIVE
163,EXC
164,FAIL
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,FAIL
171,FAIL
172,FAIL
173,FAIL
174,FAIL
175,LIVE
176,FAIL
