MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,FAIL
4,EXC
5,EXC
6,FAIL
7,EXC
8,EXC
9,FAIL
10,EXC
11,EXC
12,FAIL
13,EXC
14,FAIL
15,EXC
16,LIVE
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,EXC
22,FAIL
23,LIVE
24,LIVE
25,FAIL
26,EXC
27,FAIL
28,LIVE
29,EXC
30,FAIL
31,EXC
32,FAIL
33,FAIL
34,EXC
35,FAIL
36,FAIL
37,FAIL
38,LIVE
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,LIVE
51,LIVE
52,FAIL
53,TIME
54,LIVE
55,LIVE
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,LIVE
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,LIVE
73,LIVE
74,FAIL
75,LIVE
76,FAIL
77,LIVE
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,LIVE
83,FAIL
84,FAIL
85,LIVE
86,LIVE
87,LIVE
88,FAIL
89,LIVE
90,FAIL
91,LIVE
92,FAIL
93,FAIL
94,FAIL
95,LIVE
96,FAIL
97,FAIL
98,LIVE
99,TIME
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,LIVE
107,FAIL
108,TIME
109,EXC
110,EXC
111,EXC
112,TIME
113,FAIL
114,FAIL
115,EXC
116,FAIL
117,FAIL
118,EXC
119,FAIL
120,FAIL
121,LIVE
122,FAIL
123,LIVE
124,FAIL
125,LIVE
126,FAIL
127,LIVE
128,FAIL
129,FAIL
130,LIVE
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,TIME
140,FAIL
141,FAIL
142,LIVE
143,FAIL
144,FAIL
145,LIVE
146,FAIL
147,EXC
148,FAIL
149,FAIL
150,EXC
151,FAIL
152,FAIL
153,FAIL
154,FAIL
155,FAIL
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,TIME
