MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,UNCOV
22,UNCOV
23,UNCOV
24,UNCOV
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,UNCOV
52,UNCOV
53,LIVE
54,UNCOV
55,UNCOV
56,LIVE
57,EXC
58,EXC
59,EXC
60,LIVE
61,FAIL
62,LIVE
63,EXC
64,EXC
65,EXC
66,LIVE
67,EXC
68,EXC
69,EXC
70,LIVE
71,EXC
72,EXC
73,EXC
74,EXC
75,EXC
76,FAIL
77,EXC
78,EXC
79,EXC
80,EXC
81,EXC
82,EXC
83,EXC
84,LIVE
85,EXC
86,EXC
87,LIVE
88,EXC
89,LIVE
90,FAIL
91,EXC
92,LIVE
93,EXC
94,EXC
95,LIVE
96,LIVE
97,LIVE
98,EXC
99,LIVE
100,EXC
101,LIVE
102,EXC
103,EXC
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,EXC
109,EXC
110,LIVE
111,LIVE
112,LIVE
113,LIVE
114,LIVE
115,LIVE
116,LIVE
117,EXC
118,LIVE
119,LIVE
120,EXC
121,LIVE
122,EXC
123,EXC
124,LIVE
125,LIVE
126,LIVE
127,EXC
128,LIVE
129,FAIL
130,LIVE
131,EXC
132,LIVE
133,EXC
134,FAIL
135,LIVE
136,EXC
137,LIVE
138,FAIL
139,EXC
140,EXC
141,LIVE
142,LIVE
143,LIVE
144,EXC
145,LIVE
146,EXC
147,EXC
148,LIVE
149,EXC
150,EXC
151,EXC
152,LIVE
153,EXC
154,LIVE
155,LIVE
156,LIVE
157,EXC
158,EXC
159,LIVE
160,LIVE
161,LIVE
162,LIVE
163,LIVE
164,LIVE
165,LIVE
166,EXC
167,EXC
168,LIVE
169,EXC
170,LIVE
171,FAIL
172,EXC
173,EXC
174,EXC
175,EXC
176,EXC
177,EXC
178,EXC
