MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,UNCOV
22,UNCOV
23,UNCOV
24,UNCOV
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,UNCOV
52,UNCOV
53,LIVE
54,UNCOV
55,UNCOV
56,LIVE
57,EXC
58,EXC
59,EXC
60,LIVE
61,FAIL
62,LIVE
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,FAIL
69,EXC
70,EXC
71,EXC
72,EXC
73,EXC
74,EXC
75,EXC
76,LIVE
77,EXC
78,EXC
79,LIVE
80,EXC
81,LIVE
82,FAIL
83,EXC
84,LIVE
85,EXC
86,EXC
87,LIVE
88,LIVE
89,LIVE
90,EXC
91,LIVE
92,EXC
93,LIVE
94,EXC
95,EXC
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,EXC
101,EXC
102,LIVE
103,LIVE
104,LIVE
105,LIVE
106,LIVE
107,LIVE
108,LIVE
109,EXC
110,LIVE
111,LIVE
112,EXC
113,LIVE
114,EXC
115,EXC
116,LIVE
117,LIVE
118,LIVE
119,EXC
120,LIVE
121,FAIL
122,LIVE
123,EXC
124,LIVE
125,EXC
126,FAIL
127,LIVE
128,EXC
129,LIVE
130,FAIL
131,EXC
132,EXC
133,LIVE
134,LIVE
135,LIVE
136,EXC
137,LIVE
138,EXC
139,EXC
140,LIVE
141,EXC
142,EXC
143,EXC
144,LIVE
145,EXC
146,LIVE
147,LIVE
148,LIVE
149,EXC
150,EXC
151,LIVE
152,LIVE
153,LIVE
154,LIVE
155,LIVE
156,LIVE
157,LIVE
158,EXC
159,EXC
160,LIVE
161,EXC
162,LIVE
163,FAIL
164,EXC
165,EXC
166,EXC
167,EXC
168,EXC
169,EXC
170,EXC
171,FAIL
172,LIVE
173,LIVE
174,LIVE
175,EXC
176,EXC
177,LIVE
178,EXC
