MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,LIVE
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,EXC
10,EXC
11,LIVE
12,EXC
13,FAIL
14,LIVE
15,FAIL
16,EXC
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,LIVE
22,FAIL
23,LIVE
24,LIVE
25,LIVE
26,FAIL
27,LIVE
28,LIVE
29,UNCOV
30,LIVE
31,UNCOV
32,LIVE
33,UNCOV
34,LIVE
35,FAIL
36,FAIL
37,LIVE
38,UNCOV
39,LIVE
40,FAIL
41,FAIL
42,FAIL
43,LIVE
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,EXC
58,FAIL
59,TIME
60,EXC
61,TIME
62,LIVE
63,UNCOV
64,LIVE
65,UNCOV
66,LIVE
67,FAIL
68,FAIL
69,LIVE
70,FAIL
71,LIVE
72,LIVE
73,UNCOV
74,UNCOV
75,UNCOV
76,UNCOV
77,UNCOV
78,UNCOV
79,UNCOV
80,UNCOV
81,UNCOV
82,LIVE
83,UNCOV
84,LIVE
85,UNCOV
86,LIVE
87,FAIL
88,UNCOV
89,LIVE
90,FAIL
91,FAIL
92,FAIL
93,LIVE
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,UNCOV
106,UNCOV
107,UNCOV
108,UNCOV
109,UNCOV
110,UNCOV
111,UNCOV
112,UNCOV
113,UNCOV
114,UNCOV
115,UNCOV
116,UNCOV
117,UNCOV
118,UNCOV
119,UNCOV
120,UNCOV
121,UNCOV
122,UNCOV
123,UNCOV
124,UNCOV
125,UNCOV
126,UNCOV
127,UNCOV
128,LIVE
129,EXC
130,FAIL
131,LIVE
132,EXC
133,LIVE
134,UNCOV
135,UNCOV
136,UNCOV
137,UNCOV
138,UNCOV
139,UNCOV
140,EXC
141,LIVE
142,EXC
143,FAIL
144,EXC
145,EXC
146,FAIL
147,LIVE
148,FAIL
149,FAIL
150,EXC
151,FAIL
152,EXC
153,LIVE
154,EXC
155,LIVE
156,LIVE
157,FAIL
158,EXC
159,EXC
160,EXC
161,FAIL
162,EXC
163,LIVE
164,EXC
165,FAIL
166,FAIL
167,UNCOV
168,FAIL
169,EXC
170,EXC
171,FAIL
172,LIVE
173,FAIL
174,LIVE
175,LIVE
176,FAIL
177,EXC
178,LIVE
179,LIVE
180,LIVE
181,EXC
182,EXC
183,LIVE
184,LIVE
185,EXC
186,EXC
187,LIVE
188,UNCOV
189,LIVE
190,UNCOV
191,UNCOV
192,UNCOV
193,UNCOV
194,LIVE
195,LIVE
196,LIVE
197,LIVE
198,LIVE
199,UNCOV
200,UNCOV
201,UNCOV
202,UNCOV
203,UNCOV
204,UNCOV
205,UNCOV
206,UNCOV
207,UNCOV
208,UNCOV
209,UNCOV
210,LIVE
211,LIVE
212,LIVE
213,LIVE
214,FAIL
215,LIVE
216,FAIL
217,LIVE
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,LIVE
224,UNCOV
225,FAIL
226,LIVE
227,LIVE
228,EXC
229,LIVE
230,EXC
231,EXC
232,FAIL
233,FAIL
234,EXC
235,LIVE
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,LIVE
