MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,LIVE
4,LIVE
5,LIVE
6,EXC
7,LIVE
8,LIVE
9,EXC
10,LIVE
11,LIVE
12,EXC
13,EXC
14,FAIL
15,EXC
16,EXC
17,EXC
18,FAIL
19,EXC
20,EXC
21,TIME
22,EXC
23,EXC
24,FAIL
25,FAIL
26,LIVE
27,LIVE
28,FAIL
29,LIVE
30,EXC
31,EXC
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,LIVE
38,LIVE
39,LIVE
40,LIVE
41,LIVE
42,EXC
43,EXC
44,FAIL
45,FAIL
46,LIVE
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,LIVE
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,LIVE
58,FAIL
59,FAIL
60,FAIL
61,LIVE
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,LIVE
72,FAIL
73,FAIL
74,FAIL
75,EXC
76,LIVE
77,LIVE
78,LIVE
79,FAIL
80,LIVE
81,EXC
82,EXC
83,FAIL
84,EXC
85,EXC
86,TIME
87,LIVE
88,EXC
89,TIME
90,TIME
91,LIVE
92,TIME
93,LIVE
94,EXC
95,TIME
96,TIME
97,EXC
98,TIME
99,TIME
100,LIVE
101,TIME
102,LIVE
103,EXC
104,TIME
105,TIME
106,EXC
107,FAIL
108,EXC
109,EXC
110,EXC
111,EXC
112,EXC
113,EXC
114,LIVE
115,EXC
116,FAIL
117,FAIL
118,EXC
119,FAIL
120,FAIL
121,EXC
122,FAIL
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,TIME
128,EXC
129,FAIL
130,LIVE
131,EXC
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,EXC
142,EXC
143,LIVE
144,EXC
145,LIVE
146,FAIL
147,EXC
148,FAIL
149,FAIL
150,EXC
151,FAIL
152,LIVE
153,FAIL
154,LIVE
155,EXC
156,LIVE
157,FAIL
158,EXC
159,EXC
160,LIVE
161,EXC
162,FAIL
163,LIVE
164,TIME
165,FAIL
166,FAIL
167,LIVE
168,FAIL
169,LIVE
170,TIME
171,FAIL
172,FAIL
173,TIME
174,FAIL
175,FAIL
176,LIVE
177,FAIL
178,LIVE
179,TIME
180,FAIL
181,FAIL
182,TIME
183,EXC
184,FAIL
185,TIME
186,EXC
187,FAIL
188,FAIL
189,EXC
190,EXC
191,FAIL
192,UNCOV
193,FAIL
194,FAIL
195,FAIL
196,FAIL
197,EXC
198,FAIL
199,EXC
200,FAIL
201,LIVE
202,FAIL
203,LIVE
204,FAIL
205,LIVE
206,FAIL
207,LIVE
208,FAIL
209,LIVE
210,LIVE
211,LIVE
212,LIVE
213,LIVE
214,LIVE
215,LIVE
216,LIVE
217,LIVE
218,LIVE
219,LIVE
220,LIVE
221,LIVE
222,LIVE
223,LIVE
224,LIVE
225,LIVE
226,LIVE
227,LIVE
228,LIVE
229,EXC
230,EXC
231,LIVE
232,LIVE
233,FAIL
234,FAIL
235,LIVE
236,LIVE
237,LIVE
238,EXC
239,LIVE
240,LIVE
241,EXC
242,LIVE
243,LIVE
244,LIVE
245,LIVE
246,FAIL
247,LIVE
248,EXC
249,FAIL
250,FAIL
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,FAIL
259,FAIL
260,LIVE
261,LIVE
262,FAIL
263,LIVE
264,LIVE
265,EXC
266,FAIL
267,FAIL
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,FAIL
276,EXC
277,FAIL
278,FAIL
279,LIVE
280,FAIL
281,FAIL
282,FAIL
283,FAIL
284,FAIL
285,FAIL
286,FAIL
