MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,FAIL
3,TIME
4,FAIL
5,TIME
6,EXC
7,TIME
8,EXC
9,FAIL
10,EXC
11,FAIL
12,LIVE
13,LIVE
14,FAIL
15,EXC
16,EXC
17,FAIL
18,FAIL
19,FAIL
20,EXC
21,LIVE
22,EXC
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,EXC
31,FAIL
32,FAIL
33,EXC
34,EXC
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,EXC
45,LIVE
46,LIVE
47,LIVE
48,FAIL
49,EXC
50,EXC
51,FAIL
52,FAIL
53,EXC
54,EXC
55,LIVE
56,FAIL
57,EXC
58,EXC
59,FAIL
60,FAIL
61,EXC
62,TIME
63,FAIL
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,FAIL
69,EXC
70,FAIL
71,FAIL
72,EXC
73,FAIL
74,FAIL
75,EXC
76,TIME
77,EXC
78,LIVE
79,LIVE
80,LIVE
81,FAIL
82,EXC
83,EXC
84,FAIL
85,EXC
86,FAIL
87,EXC
88,FAIL
89,LIVE
90,EXC
91,EXC
92,EXC
93,FAIL
94,EXC
95,EXC
96,EXC
97,EXC
98,FAIL
99,FAIL
100,EXC
101,TIME
102,FAIL
103,LIVE
104,FAIL
105,LIVE
106,FAIL
107,EXC
108,FAIL
109,LIVE
110,EXC
111,EXC
112,EXC
113,FAIL
114,EXC
115,EXC
116,EXC
117,FAIL
118,FAIL
119,EXC
120,FAIL
121,FAIL
122,EXC
123,TIME
124,FAIL
125,EXC
126,EXC
127,LIVE
128,LIVE
129,LIVE
130,FAIL
131,EXC
132,EXC
133,FAIL
134,FAIL
135,EXC
136,LIVE
137,EXC
138,FAIL
139,FAIL
140,LIVE
141,FAIL
142,FAIL
143,LIVE
144,FAIL
145,UNCOV
146,UNCOV
147,EXC
148,FAIL
149,EXC
150,FAIL
151,EXC
152,FAIL
153,EXC
154,FAIL
155,LIVE
156,EXC
157,EXC
158,EXC
159,LIVE
160,FAIL
161,EXC
162,EXC
163,EXC
164,EXC
165,EXC
166,FAIL
167,FAIL
168,EXC
169,EXC
170,EXC
171,EXC
172,EXC
173,FAIL
174,FAIL
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,EXC
180,FAIL
181,EXC
182,FAIL
183,FAIL
184,FAIL
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,FAIL
190,FAIL
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,FAIL
206,FAIL
207,FAIL
208,FAIL
209,FAIL
210,FAIL
211,FAIL
212,TIME
213,FAIL
214,FAIL
215,TIME
216,FAIL
217,LIVE
218,FAIL
219,FAIL
220,FAIL
221,LIVE
222,EXC
223,EXC
224,EXC
225,EXC
226,EXC
227,FAIL
228,LIVE
229,LIVE
230,FAIL
231,LIVE
232,LIVE
233,LIVE
234,LIVE
235,LIVE
236,FAIL
237,FAIL
238,LIVE
239,EXC
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,FAIL
245,FAIL
246,FAIL
247,LIVE
248,LIVE
249,FAIL
250,LIVE
251,FAIL
252,LIVE
253,LIVE
254,LIVE
255,FAIL
256,FAIL
257,FAIL
258,FAIL
259,FAIL
260,FAIL
261,EXC
262,FAIL
263,EXC
264,FAIL
265,LIVE
266,EXC
267,EXC
268,EXC
269,LIVE
270,FAIL
271,FAIL
272,EXC
273,EXC
274,EXC
275,EXC
276,EXC
277,FAIL
278,EXC
279,LIVE
280,EXC
281,LIVE
282,EXC
283,FAIL
284,EXC
285,EXC
286,EXC
287,EXC
288,EXC
289,FAIL
290,EXC
291,LIVE
292,LIVE
293,EXC
294,FAIL
295,LIVE
296,FAIL
297,EXC
298,FAIL
299,LIVE
300,EXC
301,FAIL
302,FAIL
303,LIVE
304,FAIL
305,FAIL
306,LIVE
307,FAIL
308,LIVE
309,FAIL
310,LIVE
311,FAIL
312,LIVE
313,FAIL
314,FAIL
315,TIME
316,FAIL
317,FAIL
318,FAIL
319,FAIL
320,FAIL
321,EXC
322,FAIL
323,FAIL
324,FAIL
325,FAIL
326,FAIL
327,FAIL
328,FAIL
329,EXC
330,EXC
331,EXC
332,EXC
333,EXC
334,FAIL
335,FAIL
336,FAIL
337,FAIL
338,FAIL
339,FAIL
340,FAIL
341,EXC
342,EXC
343,EXC
344,EXC
345,EXC
346,FAIL
347,FAIL
348,EXC
349,LIVE
350,LIVE
351,EXC
352,FAIL
353,LIVE
354,FAIL
355,FAIL
356,TIME
357,FAIL
358,FAIL
359,FAIL
360,FAIL
361,LIVE
362,FAIL
363,FAIL
364,EXC
365,EXC
366,EXC
367,FAIL
368,FAIL
369,EXC
370,LIVE
371,EXC
372,FAIL
373,FAIL
374,EXC
375,EXC
376,FAIL
377,FAIL
378,FAIL
379,FAIL
380,EXC
381,EXC
382,LIVE
383,FAIL
384,EXC
385,EXC
386,EXC
387,FAIL
388,FAIL
389,LIVE
390,LIVE
391,FAIL
392,LIVE
393,LIVE
394,LIVE
395,LIVE
396,LIVE
397,FAIL
398,LIVE
399,LIVE
400,LIVE
401,LIVE
402,EXC
403,LIVE
404,EXC
405,FAIL
406,FAIL
407,EXC
408,LIVE
409,EXC
410,FAIL
411,FAIL
412,FAIL
413,FAIL
414,LIVE
415,LIVE
416,FAIL
417,LIVE
418,LIVE
419,FAIL
420,LIVE
421,FAIL
422,LIVE
423,LIVE
424,FAIL
425,LIVE
426,FAIL
427,EXC
428,FAIL
429,FAIL
430,LIVE
431,LIVE
432,FAIL
433,LIVE
434,LIVE
435,FAIL
436,LIVE
437,FAIL
438,LIVE
439,EXC
440,LIVE
441,LIVE
442,EXC
443,LIVE
444,LIVE
445,EXC
446,LIVE
447,LIVE
448,EXC
449,LIVE
450,FAIL
451,FAIL
452,LIVE
453,FAIL
454,FAIL
455,FAIL
456,EXC
457,FAIL
458,EXC
459,EXC
460,EXC
461,FAIL
462,FAIL
463,EXC
464,LIVE
465,EXC
466,FAIL
467,FAIL
468,EXC
469,EXC
470,FAIL
471,FAIL
472,FAIL
473,FAIL
474,EXC
475,EXC
476,EXC
477,FAIL
478,FAIL
479,EXC
480,LIVE
481,LIVE
482,FAIL
483,FAIL
484,FAIL
485,FAIL
486,FAIL
487,FAIL
488,FAIL
489,EXC
490,EXC
491,EXC
492,FAIL
493,FAIL
494,FAIL
495,FAIL
496,FAIL
497,FAIL
498,FAIL
499,FAIL
500,FAIL
501,FAIL
502,FAIL
503,FAIL
