MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,LIVE
10,EXC
11,EXC
12,EXC
13,EXC
14,EXC
15,EXC
16,EXC
17,EXC
18,EXC
19,EXC
20,EXC
21,LIVE
22,FAIL
23,FAIL
24,EXC
25,EXC
26,EXC
27,LIVE
28,FAIL
29,EXC
30,FAIL
31,EXC
32,EXC
33,EXC
34,FAIL
35,FAIL
36,EXC
37,EXC
38,FAIL
39,FAIL
40,EXC
41,LIVE
42,FAIL
43,EXC
44,FAIL
45,EXC
46,EXC
47,EXC
48,FAIL
49,EXC
50,FAIL
51,EXC
52,FAIL
53,FAIL
54,FAIL
55,EXC
56,EXC
57,EXC
58,LIVE
59,FAIL
60,EXC
61,EXC
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,LIVE
69,FAIL
70,EXC
71,EXC
72,EXC
73,FAIL
74,FAIL
75,EXC
76,FAIL
77,EXC
78,FAIL
79,EXC
80,FAIL
81,EXC
82,EXC
83,EXC
84,FAIL
85,FAIL
86,FAIL
87,EXC
88,EXC
89,EXC
90,LIVE
91,FAIL
92,EXC
93,FAIL
94,EXC
95,FAIL
96,EXC
97,FAIL
98,EXC
99,EXC
100,EXC
101,FAIL
102,FAIL
103,EXC
104,EXC
105,FAIL
106,EXC
107,EXC
108,LIVE
109,FAIL
110,EXC
111,FAIL
112,EXC
113,FAIL
114,EXC
115,FAIL
116,EXC
117,EXC
118,EXC
119,FAIL
120,EXC
121,LIVE
122,EXC
123,EXC
124,FAIL
125,LIVE
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,LIVE
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,EXC
141,FAIL
142,EXC
143,LIVE
144,EXC
145,EXC
146,FAIL
147,FAIL
148,FAIL
149,LIVE
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,LIVE
155,EXC
156,FAIL
157,EXC
158,LIVE
159,EXC
160,EXC
161,FAIL
162,LIVE
163,LIVE
164,FAIL
165,LIVE
166,FAIL
167,FAIL
168,LIVE
169,FAIL
170,FAIL
171,FAIL
172,LIVE
173,FAIL
174,FAIL
175,FAIL
176,FAIL
177,LIVE
