MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,UNCOV
22,UNCOV
23,UNCOV
24,UNCOV
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,UNCOV
52,UNCOV
53,LIVE
54,UNCOV
55,UNCOV
56,LIVE
57,EXC
58,EXC
59,EXC
60,LIVE
61,FAIL
62,LIVE
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,FAIL
69,EXC
70,EXC
71,EXC
72,EXC
73,EXC
74,EXC
75,EXC
76,LIVE
77,EXC
78,EXC
79,LIVE
80,EXC
81,LIVE
82,FAIL
83,EXC
84,LIVE
85,EXC
86,EXC
87,LIVE
88,LIVE
89,LIVE
90,EXC
91,LIVE
92,EXC
93,LIVE
94,EXC
95,LIVE
96,LIVE
97,LIVE
98,LIVE
99,LIVE
100,LIVE
101,LIVE
102,EXC
103,LIVE
104,LIVE
105,EXC
106,LIVE
107,EXC
108,EXC
109,LIVE
110,LIVE
111,LIVE
112,EXC
113,LIVE
114,LIVE
115,EXC
116,FAIL
117,LIVE
118,EXC
119,LIVE
120,FAIL
121,EXC
122,EXC
123,LIVE
124,LIVE
125,LIVE
126,EXC
127,LIVE
128,EXC
129,EXC
130,LIVE
131,EXC
132,EXC
133,EXC
134,LIVE
135,EXC
136,LIVE
137,LIVE
138,LIVE
139,EXC
140,EXC
141,LIVE
142,LIVE
143,LIVE
144,LIVE
145,LIVE
146,LIVE
147,LIVE
148,EXC
149,EXC
150,LIVE
151,EXC
152,LIVE
153,FAIL
154,EXC
155,EXC
156,EXC
157,EXC
158,EXC
159,EXC
160,EXC
161,LIVE
162,LIVE
163,LIVE
164,LIVE
165,EXC
166,EXC
167,LIVE
168,EXC
169,LIVE
170,LIVE
171,EXC
172,EXC
173,LIVE
174,LIVE
175,EXC
176,EXC
177,EXC
178,LIVE
