MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,UNCOV
14,UNCOV
15,UNCOV
16,UNCOV
17,UNCOV
18,UNCOV
19,UNCOV
20,UNCOV
21,UNCOV
22,UNCOV
23,UNCOV
24,UNCOV
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,UNCOV
52,UNCOV
53,LIVE
54,UNCOV
55,UNCOV
56,LIVE
57,EXC
58,EXC
59,EXC
60,EXC
61,FAIL
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,LIVE
68,EXC
69,EXC
70,EXC
71,EXC
72,FAIL
73,EXC
74,EXC
75,EXC
76,EXC
77,FAIL
78,EXC
79,FAIL
80,FAIL
81,LIVE
82,FAIL
83,EXC
84,EXC
85,EXC
86,FAIL
87,EXC
88,EXC
89,EXC
90,EXC
91,EXC
92,EXC
93,EXC
94,FAIL
95,EXC
96,EXC
97,FAIL
98,EXC
99,FAIL
100,LIVE
101,LIVE
102,FAIL
103,EXC
104,LIVE
105,EXC
106,EXC
107,LIVE
108,LIVE
109,LIVE
110,EXC
111,FAIL
112,EXC
113,LIVE
114,EXC
115,EXC
116,LIVE
117,EXC
118,LIVE
119,EXC
120,EXC
121,EXC
122,FAIL
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,LIVE
129,EXC
130,LIVE
131,LIVE
132,EXC
133,LIVE
134,EXC
135,EXC
136,FAIL
137,LIVE
138,LIVE
139,LIVE
140,EXC
141,LIVE
142,FAIL
143,LIVE
144,EXC
145,LIVE
146,EXC
147,FAIL
148,LIVE
149,EXC
150,LIVE
151,FAIL
152,EXC
153,EXC
154,LIVE
155,LIVE
156,LIVE
157,EXC
158,LIVE
159,EXC
160,EXC
161,LIVE
162,EXC
163,EXC
164,EXC
165,LIVE
166,EXC
167,LIVE
168,LIVE
169,LIVE
170,EXC
171,EXC
172,LIVE
173,LIVE
174,LIVE
175,LIVE
176,LIVE
177,LIVE
178,LIVE
