MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,EXC
2,EXC
3,EXC
4,FAIL
5,EXC
6,LIVE
7,EXC
8,EXC
9,EXC
10,EXC
11,LIVE
12,EXC
13,FAIL
14,FAIL
15,EXC
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,LIVE
32,FAIL
33,FAIL
34,FAIL
35,LIVE
36,FAIL
37,FAIL
38,LIVE
39,LIVE
40,FAIL
41,LIVE
42,FAIL
43,LIVE
44,EXC
45,FAIL
46,LIVE
47,EXC
48,LIVE
49,FAIL
50,EXC
51,FAIL
52,FAIL
53,LIVE
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,EXC
71,LIVE
72,LIVE
73,LIVE
74,LIVE
75,FAIL
76,FAIL
77,LIVE
78,LIVE
79,LIVE
80,FAIL
81,LIVE
82,FAIL
83,LIVE
84,LIVE
85,FAIL
86,LIVE
87,LIVE
88,EXC
89,FAIL
90,LIVE
91,LIVE
92,FAIL
93,FAIL
94,EXC
95,LIVE
96,EXC
97,FAIL
98,EXC
99,EXC
100,FAIL
101,EXC
102,EXC
103,EXC
104,EXC
105,FAIL
106,EXC
107,EXC
108,EXC
109,EXC
110,FAIL
111,EXC
112,EXC
113,EXC
114,EXC
115,FAIL
116,EXC
117,EXC
118,FAIL
119,LIVE
120,FAIL
121,FAIL
122,FAIL
123,FAIL
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,EXC
132,FAIL
133,FAIL
134,FAIL
135,LIVE
136,FAIL
137,FAIL
138,EXC
139,LIVE
140,FAIL
141,FAIL
142,EXC
143,FAIL
144,EXC
145,FAIL
146,FAIL
147,FAIL
148,LIVE
149,FAIL
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,FAIL
155,FAIL
156,FAIL
157,FAIL
158,LIVE
159,FAIL
160,UNCOV
161,FAIL
162,LIVE
163,FAIL
164,UNCOV
165,FAIL
166,LIVE
167,FAIL
168,UNCOV
169,FAIL
170,LIVE
171,FAIL
172,UNCOV
173,FAIL
174,LIVE
175,FAIL
176,UNCOV
177,FAIL
178,LIVE
179,FAIL
180,UNCOV
181,FAIL
182,LIVE
183,FAIL
184,UNCOV
185,FAIL
186,LIVE
187,FAIL
188,UNCOV
189,FAIL
190,EXC
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,FAIL
206,FAIL
207,FAIL
208,FAIL
209,FAIL
210,FAIL
211,FAIL
212,FAIL
213,FAIL
214,FAIL
215,FAIL
216,FAIL
217,FAIL
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,FAIL
224,FAIL
225,FAIL
226,FAIL
227,FAIL
228,FAIL
229,FAIL
230,FAIL
231,FAIL
232,FAIL
233,FAIL
234,FAIL
235,FAIL
236,FAIL
237,FAIL
238,FAIL
239,LIVE
240,EXC
241,FAIL
242,FAIL
243,LIVE
244,FAIL
245,UNCOV
246,LIVE
247,FAIL
248,FAIL
249,EXC
250,EXC
251,FAIL
252,FAIL
253,FAIL
254,LIVE
255,FAIL
256,FAIL
257,FAIL
258,EXC
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
264,EXC
265,LIVE
266,EXC
267,FAIL
268,FAIL
269,FAIL
270,LIVE
271,FAIL
272,FAIL
273,FAIL
274,EXC
275,FAIL
276,FAIL
277,FAIL
278,FAIL
279,LIVE
