MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,FAIL
4,FAIL
5,EXC
6,EXC
7,LIVE
8,LIVE
9,FAIL
10,FAIL
11,LIVE
12,LIVE
13,FAIL
14,FAIL
15,EXC
16,FAIL
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,LIVE
24,LIVE
25,EXC
26,EXC
27,LIVE
28,EXC
29,EXC
30,EXC
31,LIVE
32,EXC
33,LIVE
34,EXC
35,LIVE
36,EXC
37,EXC
38,EXC
39,EXC
40,LIVE
41,LIVE
42,EXC
43,EXC
44,EXC
45,LIVE
46,LIVE
47,EXC
48,FAIL
49,EXC
50,LIVE
51,LIVE
52,EXC
53,EXC
54,LIVE
55,LIVE
56,LIVE
57,LIVE
58,EXC
59,LIVE
60,LIVE
61,EXC
62,LIVE
63,LIVE
64,LIVE
65,EXC
66,LIVE
67,EXC
68,EXC
69,FAIL
70,EXC
71,FAIL
72,EXC
73,FAIL
74,LIVE
75,EXC
76,EXC
77,EXC
78,FAIL
79,FAIL
80,EXC
81,EXC
82,FAIL
83,LIVE
84,EXC
85,FAIL
86,TIME
87,FAIL
88,FAIL
89,FAIL
90,TIME
91,FAIL
92,FAIL
93,LIVE
94,TIME
95,TIME
96,FAIL
97,FAIL
98,TIME
99,FAIL
100,FAIL
101,LIVE
102,TIME
103,TIME
104,FAIL
105,TIME
106,TIME
107,FAIL
108,LIVE
109,TIME
110,FAIL
111,FAIL
112,LIVE
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,TIME
118,LIVE
119,LIVE
120,LIVE
121,LIVE
122,EXC
123,UNCOV
124,FAIL
125,FAIL
126,FAIL
127,FAIL
128,EXC
129,EXC
130,FAIL
131,FAIL
132,FAIL
133,EXC
134,FAIL
135,TIME
136,TIME
137,FAIL
138,LIVE
139,TIME
140,FAIL
141,FAIL
142,LIVE
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,TIME
148,LIVE
149,LIVE
150,LIVE
151,LIVE
152,LIVE
153,UNCOV
154,FAIL
155,FAIL
156,EXC
157,EXC
158,EXC
159,FAIL
160,FAIL
161,EXC
162,FAIL
163,FAIL
164,FAIL
165,TIME
166,TIME
167,FAIL
168,LIVE
169,TIME
170,FAIL
171,FAIL
172,LIVE
173,FAIL
174,LIVE
175,FAIL
176,LIVE
177,TIME
178,LIVE
179,FAIL
180,FAIL
181,EXC
182,EXC
183,FAIL
184,FAIL
185,EXC
186,LIVE
187,LIVE
188,EXC
189,EXC
190,FAIL
191,FAIL
192,EXC
193,LIVE
194,LIVE
195,LIVE
196,EXC
197,LIVE
198,TIME
