MutantNo,[FAIL | TIME | EXC | LIVE | UNCOV]
1,LIVE
2,LIVE
3,EXC
4,LIVE
5,LIVE
6,EXC
7,FAIL
8,FAIL
9,LIVE
10,LIVE
11,EXC
12,LIVE
13,LIVE
14,EXC
15,LIVE
16,LIVE
17,FAIL
18,LIVE
19,LIVE
20,FAIL
21,LIVE
22,FAIL
23,LIVE
24,LIVE
25,FAIL
26,LIVE
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,LIVE
32,LIVE
33,LIVE
34,EXC
35,LIVE
36,LIVE
37,EXC
38,FAIL
39,LIVE
40,FAIL
41,LIVE
42,LIVE
43,EXC
44,LIVE
45,LIVE
46,EXC
47,FAIL
48,LIVE
49,FAIL
50,LIVE
51,LIVE
52,EXC
53,LIVE
54,LIVE
55,EXC
56,LIVE
57,LIVE
58,FAIL
59,LIVE
60,LIVE
61,FAIL
62,LIVE
63,FAIL
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,FAIL
69,LIVE
70,FAIL
71,LIVE
72,LIVE
73,FAIL
74,FAIL
75,FAIL
76,LIVE
77,FAIL
78,FAIL
79,LIVE
80,LIVE
81,LIVE
82,FAIL
83,LIVE
84,FAIL
85,LIVE
86,FAIL
87,LIVE
88,LIVE
89,FAIL
90,LIVE
91,FAIL
92,LIVE
93,FAIL
94,LIVE
95,LIVE
96,FAIL
97,LIVE
98,FAIL
99,LIVE
100,FAIL
101,FAIL
102,LIVE
103,FAIL
104,LIVE
105,FAIL
106,EXC
107,FAIL
108,EXC
109,EXC
110,LIVE
111,EXC
112,EXC
113,EXC
114,FAIL
115,LIVE
116,LIVE
117,EXC
118,EXC
119,EXC
120,EXC
121,LIVE
122,LIVE
123,LIVE
124,EXC
125,LIVE
126,EXC
127,EXC
128,LIVE
129,EXC
130,LIVE
131,LIVE
132,EXC
133,FAIL
134,EXC
135,EXC
136,EXC
137,LIVE
138,EXC
139,LIVE
140,FAIL
141,LIVE
142,EXC
143,FAIL
144,EXC
145,FAIL
146,LIVE
147,LIVE
148,LIVE
149,LIVE
150,FAIL
151,FAIL
152,LIVE
153,FAIL
154,FAIL
